channel,concept,correlation,abs_correlation
6,has_magenta,-0.0007705807271562928,0.0007705807271562928
6,has_yellow,-0.17219605793266185,0.17219605793266185
7,has_triangle,0.022748546807220524,0.022748546807220524
7,has_square,0.33502817001890395,0.33502817001890395
7,has_circle,-0.154567037438881,0.154567037438881
7,has_red,-0.08653621176523228,0.08653621176523228
7,has_green,-0.2602062575011262,0.2602062575011262
7,has_blue,0.22579982957868416,0.22579982957868416
7,has_cyan,0.27195533839515407,0.27195533839515407
7,has_magenta,-0.08996279278960148,0.08996279278960148
7,has_yellow,-0.10322858972169015,0.10322858972169015
8,has_triangle,0.15310801887382164,0.15310801887382164
8,has_square,0.10611646015343808,0.10611646015343808
8,has_circle,-0.299856493571298,0.299856493571298
8,has_red,0.25259384082816894,0.25259384082816894
8,has_green,-0.17809004930473887,0.17809004930473887
8,has_blue,-0.20307893962778595,0.20307893962778595
8,has_cyan,0.029349875382359374,0.029349875382359374
8,has_magenta,-0.11455957337614386,0.11455957337614386
8,has_yellow,-0.1847905677505217,0.1847905677505217
9,has_triangle,-0.24956697987184184,0.24956697987184184
9,has_square,-0.12931030741482974,0.12931030741482974
9,has_circle,0.28226957520952906,0.28226957520952906
9,has_red,0.20336651449005932,0.20336651449005932
9,has_green,-0.1634181320608976,0.1634181320608976
9,has_blue,0.032583982389937996,0.032583982389937996
9,has_cyan,0.040102478925250276,0.040102478925250276
9,has_magenta,0.08247520549352269,0.08247520549352269
9,has_yellow,-0.06352616380397312,0.06352616380397312
10,has_triangle,-0.1519286420722346,0.1519286420722346
10,has_square,-0.2420259639282618,0.2420259639282618
10,has_circle,0.18231815504368215,0.18231815504368215
10,has_red,0.13716219031001356,0.13716219031001356
10,has_green,-0.04516541070661835,0.04516541070661835
10,has_blue,0.03521833425048077,0.03521833425048077
10,has_cyan,-0.022307727618190568,0.022307727618190568
10,has_magenta,0.12666849637727018,0.12666849637727018
10,has_yellow,0.25445100713036023,0.25445100713036023
11,has_triangle,0.17870579526747024,0.17870579526747024
11,has_square,0.22923204699145808,0.22923204699145808
11,has_circle,-0.23920094511867598,0.23920094511867598
11,has_red,-0.06501261888276565,0.06501261888276565
11,has_green,-0.12243531601320722,0.12243531601320722
11,has_blue,0.14029483930199546,0.14029483930199546
11,has_cyan,-0.005955223079717447,0.005955223079717447
11,has_magenta,-0.11943419737780661,0.11943419737780661
11,has_yellow,-0.22558665377503834,0.22558665377503834
12,has_triangle,-0.048262087775745886,0.048262087775745886
12,has_square,-0.022653143292728103,0.022653143292728103
12,has_circle,0.019388336694037694,0.019388336694037694
12,has_red,-0.10207385695166653,0.10207385695166653
12,has_green,-0.2805707341521416,0.2805707341521416
12,has_blue,0.19164973412022926,0.19164973412022926
12,has_cyan,0.41259165565488287,0.41259165565488287
12,has_magenta,0.2193643347190746,0.2193643347190746
12,has_yellow,-0.20837187554094416,0.20837187554094416
13,has_triangle,-0.20922791771381302,0.20922791771381302
13,has_square,0.08185368035154364,0.08185368035154364
13,has_circle,0.1333177876903757,0.1333177876903757
13,has_red,0.11062351708310227,0.11062351708310227
13,has_green,-0.0008488143925606619,0.0008488143925606619
13,has_blue,0.061358461399285164,0.061358461399285164
13,has_cyan,0.15621635040843673,0.15621635040843673
13,has_magenta,-0.16962869753245002,0.16962869753245002
13,has_yellow,0.2414002382617993,0.2414002382617993
14,has_triangle,-0.05229570374930115,0.05229570374930115
14,has_square,0.16132317632217855,0.16132317632217855
14,has_circle,0.09017118682442202,0.09017118682442202
14,has_red,-0.0642040416905199,0.0642040416905199
14,has_green,0.029672349229102578,0.029672349229102578
14,has_blue,0.20199724509651437,0.20199724509651437
14,has_cyan,-0.15335791504433588,0.15335791504433588
14,has_magenta,-0.25160720734685094,0.25160720734685094
14,has_yellow,0.036204712434858406,0.036204712434858406
15,has_triangle,0.0597183869793952,0.0597183869793952
15,has_square,-0.164467410805507,0.164467410805507
15,has_circle,-0.07371294706077926,0.07371294706077926
15,has_red,0.1632232235710806,0.1632232235710806
15,has_green,-0.09016509333187396,0.09016509333187396
15,has_blue,-0.059447193781845896,0.059447193781845896
15,has_cyan,0.02379349854225596,0.02379349854225596
15,has_magenta,-0.15405816684211984,0.15405816684211984
15,has_yellow,0.00809120310428991,0.00809120310428991
16,has_triangle,0.23599338907807726,0.23599338907807726
16,has_square,-0.0450399851811565,0.0450399851811565
16,has_circle,-0.17244843242417818,0.17244843242417818
16,has_red,0.3007499912697417,0.3007499912697417
16,has_green,-0.08799567605286208,0.08799567605286208
16,has_blue,-0.18226881627046762,0.18226881627046762
16,has_cyan,-0.20677782706812514,0.20677782706812514
16,has_magenta,-0.20854808387145302,0.20854808387145302
16,has_yellow,0.07998525582531481,0.07998525582531481
17,has_triangle,0.026304625731753635,0.026304625731753635
17,has_square,0.1550131651885121,0.1550131651885121
17,has_circle,-0.13195248607153381,0.13195248607153381
17,has_red,0.06540877326585727,0.06540877326585727
17,has_green,-0.3203737256967308,0.3203737256967308
17,has_blue,0.08379326393770195,0.08379326393770195
17,has_cyan,0.27052064600770453,0.27052064600770453
17,has_magenta,0.1830006107037719,0.1830006107037719
17,has_yellow,-0.2108796033740445,0.2108796033740445
18,has_triangle,-0.37618178050080403,0.37618178050080403
18,has_square,-0.25229032778998295,0.25229032778998295
18,has_circle,0.4083948045607483,0.4083948045607483
18,has_red,0.28708294975929355,0.28708294975929355
18,has_green,0.07850971284735493,0.07850971284735493
18,has_blue,-0.09300397640271928,0.09300397640271928
18,has_cyan,-0.05972102041215199,0.05972102041215199
18,has_magenta,-0.161000599716414,0.161000599716414
18,has_yellow,0.5363409306742932,0.5363409306742932
19,has_triangle,0.047823898298294594,0.047823898298294594
19,has_square,-0.1751881304633804,0.1751881304633804
19,has_circle,-0.050412978439924164,0.050412978439924164
19,has_red,0.15404436977862462,0.15404436977862462
19,has_green,-0.09143531014673643,0.09143531014673643
19,has_blue,-0.08057779193332162,0.08057779193332162
19,has_cyan,0.03560004016684576,0.03560004016684576
19,has_magenta,-0.13138289590270208,0.13138289590270208
19,has_yellow,0.014822947862962222,0.014822947862962222
20,has_triangle,-0.14060974019749317,0.14060974019749317
20,has_square,-0.028860350221299885,0.028860350221299885
20,has_circle,0.033632301533996566,0.033632301533996566
20,has_red,0.1171691892911454,0.1171691892911454
20,has_green,-0.04772993475261664,0.04772993475261664
20,has_blue,0.014873449540445241,0.014873449540445241
20,has_cyan,0.18173243336434072,0.18173243336434072
20,has_magenta,-0.1036498889140802,0.1036498889140802
20,has_yellow,-0.15062184890094893,0.15062184890094893
21,has_triangle,0.07014821684968033,0.07014821684968033
21,has_square,-0.03450012852654464,0.03450012852654464
21,has_circle,-0.16373346378174852,0.16373346378174852
21,has_red,0.012668285810194047,0.012668285810194047
21,has_green,-0.19597521346692306,0.19597521346692306
21,has_blue,0.09375174538698725,0.09375174538698725
21,has_cyan,0.16140167297230784,0.16140167297230784
21,has_magenta,-0.06524974770300708,0.06524974770300708
21,has_yellow,-0.28496627360185006,0.28496627360185006
22,has_triangle,0.09704889327317,0.09704889327317
22,has_square,-0.16123327005684537,0.16123327005684537
22,has_circle,-0.23143635224911363,0.23143635224911363
22,has_red,0.16772477015968695,0.16772477015968695
22,has_green,-0.1835740705097366,0.1835740705097366
22,has_blue,-0.1716617710178457,0.1716617710178457
22,has_cyan,0.17106608985548263,0.17106608985548263
22,has_magenta,-0.10928311502327968,0.10928311502327968
22,has_yellow,-0.04436250876322558,0.04436250876322558
23,has_triangle,0.148180901472663,0.148180901472663
23,has_square,0.15186295733913913,0.15186295733913913
23,has_circle,-0.24856359453929736,0.24856359453929736
23,has_red,-0.06144807477609988,0.06144807477609988
23,has_green,-0.1921768934312657,0.1921768934312657
23,has_blue,-0.015610383737986195,0.015610383737986195
23,has_cyan,0.2131737488615214,0.2131737488615214
23,has_magenta,-0.27450675751604187,0.27450675751604187
23,has_yellow,-0.2744746463048464,0.2744746463048464
24,has_triangle,-0.03140219119308061,0.03140219119308061
24,has_square,-0.02403119623158156,0.02403119623158156
24,has_circle,0.024327553857187077,0.024327553857187077
24,has_red,0.3831316672297218,0.3831316672297218
24,has_green,-0.025095141971176217,0.025095141971176217
24,has_blue,-0.1123183164919739,0.1123183164919739
24,has_cyan,-0.15019136865851068,0.15019136865851068
24,has_magenta,-0.29867936652332233,0.29867936652332233
24,has_yellow,0.34616280559008505,0.34616280559008505
25,has_triangle,0.1431239408241786,0.1431239408241786
25,has_square,-0.2565178634783123,0.2565178634783123
25,has_circle,-0.09381701272924196,0.09381701272924196
25,has_red,0.21226225700059104,0.21226225700059104
25,has_green,-0.10843550241727766,0.10843550241727766
25,has_blue,-0.08677873034609672,0.08677873034609672
25,has_cyan,-0.11628144859071841,0.11628144859071841
25,has_magenta,-0.08740786028847687,0.08740786028847687
25,has_yellow,0.05748217073537059,0.05748217073537059
26,has_triangle,-0.12432182363392999,0.12432182363392999
26,has_square,-0.2934922982015448,0.2934922982015448
26,has_circle,0.2250103246141124,0.2250103246141124
26,has_red,0.026428778606743083,0.026428778606743083
26,has_green,-0.34826224725326915,0.34826224725326915
26,has_blue,0.13758864842904808,0.13758864842904808
26,has_cyan,0.14321193462735676,0.14321193462735676
26,has_magenta,0.4609677003043377,0.4609677003043377
26,has_yellow,-0.28662766506371584,0.28662766506371584
27,has_triangle,-0.06935246878955359,0.06935246878955359
27,has_square,-0.39294707523447586,0.39294707523447586
27,has_circle,0.164640032917821,0.164640032917821
27,has_red,0.14959738044877888,0.14959738044877888
27,has_green,-0.10870269064695312,0.10870269064695312
27,has_blue,-0.05396705823048786,0.05396705823048786
27,has_cyan,0.058007828056522756,0.058007828056522756
27,has_magenta,0.09011686732538053,0.09011686732538053
27,has_yellow,0.18465311053633124,0.18465311053633124
28,has_triangle,0.03876894876601932,0.03876894876601932
28,has_square,0.26983112955257127,0.26983112955257127
28,has_circle,-0.28089791393380714,0.28089791393380714
28,has_red,-0.009494867600590887,0.009494867600590887
28,has_green,0.002534807715254413,0.002534807715254413
28,has_blue,0.11159990838696147,0.11159990838696147
28,has_cyan,-0.08345681145171704,0.08345681145171704
28,has_magenta,-0.2901218963301575,0.2901218963301575
28,has_yellow,-0.26194772641251995,0.26194772641251995
29,has_triangle,-0.2805817788292256,0.2805817788292256
29,has_square,-0.17931811764742292,0.17931811764742292
29,has_circle,0.16944396214712212,0.16944396214712212
29,has_red,0.2873737396656363,0.2873737396656363
29,has_green,-0.3284571918845667,0.3284571918845667
29,has_blue,0.09576990561036748,0.09576990561036748
29,has_cyan,0.12813804837344142,0.12813804837344142
29,has_magenta,0.21093311465352554,0.21093311465352554
29,has_yellow,-0.07488984375250393,0.07488984375250393
30,has_triangle,-0.125721861454116,0.125721861454116
30,has_square,-0.12398463516678773,0.12398463516678773
30,has_circle,0.1098828844388283,0.1098828844388283
30,has_red,-0.09584190847351182,0.09584190847351182
30,has_green,-0.2128411641291773,0.2128411641291773
30,has_blue,0.14753804831894335,0.14753804831894335
30,has_cyan,0.30759330140707314,0.30759330140707314
30,has_magenta,0.15067325881806862,0.15067325881806862
30,has_yellow,-0.2196289672240491,0.2196289672240491
31,has_triangle,-0.1400507934732735,0.1400507934732735
31,has_square,-0.05762068382723857,0.05762068382723857
31,has_circle,0.16919944822806793,0.16919944822806793
31,has_red,0.023377777916621517,0.023377777916621517
31,has_green,-0.11368391154050582,0.11368391154050582
31,has_blue,0.12655029399135198,0.12655029399135198
31,has_cyan,0.0047524478557297,0.0047524478557297
31,has_magenta,-0.049741938246170736,0.049741938246170736
31,has_yellow,-0.3209445472264529,0.3209445472264529
32,has_triangle,-0.16422213897987395,0.16422213897987395
32,has_square,0.06740013314592695,0.06740013314592695
32,has_circle,0.20139498321006022,0.20139498321006022
32,has_red,-0.21501887934323757,0.21501887934323757
32,has_green,-0.10778301978210991,0.10778301978210991
32,has_blue,0.41161392937997976,0.41161392937997976
32,has_cyan,0.17829052840565165,0.17829052840565165
32,has_magenta,0.08473709354797057,0.08473709354797057
32,has_yellow,-0.2939603563880299,0.2939603563880299
33,has_triangle,-0.07618705002823777,0.07618705002823777
33,has_square,0.11694705984058386,0.11694705984058386
33,has_circle,0.03318777429224851,0.03318777429224851
33,has_red,0.12077923065527488,0.12077923065527488
33,has_green,-0.13667408746856952,0.13667408746856952
33,has_blue,0.08899615326735717,0.08899615326735717
33,has_cyan,-0.0393383897183772,0.0393383897183772
33,has_magenta,-0.15140240773130778,0.15140240773130778
33,has_yellow,-0.08334250446069591,0.08334250446069591
34,has_triangle,0.06828486891576964,0.06828486891576964
34,has_square,-0.1878880816967108,0.1878880816967108
34,has_circle,-0.12206356328740246,0.12206356328740246
34,has_red,0.4168361112684394,0.4168361112684394
34,has_green,-0.09261206883264021,0.09261206883264021
34,has_blue,-0.22669120298280046,0.22669120298280046
34,has_cyan,-0.13289416801828355,0.13289416801828355
34,has_magenta,-0.1715324854642598,0.1715324854642598
34,has_yellow,0.05539458695922411,0.05539458695922411
35,has_triangle,-0.04224266259035583,0.04224266259035583
35,has_square,-0.042417625546426335,0.042417625546426335
35,has_circle,0.037772607792443486,0.037772607792443486
35,has_red,0.2800061973437222,0.2800061973437222
35,has_green,-0.012579024342456994,0.012579024342456994
35,has_blue,-0.019238869639299935,0.019238869639299935
35,has_cyan,-0.20172843247271305,0.20172843247271305
35,has_magenta,-0.27571104911369687,0.27571104911369687
35,has_yellow,-0.027372626512719368,0.027372626512719368
36,has_triangle,0.0806324483489357,0.0806324483489357
36,has_square,-0.09978938782048329,0.09978938782048329
36,has_circle,0.026287924754638155,0.026287924754638155
36,has_red,-0.00702592227253285,0.00702592227253285
36,has_green,-0.07889001526503588,0.07889001526503588
36,has_blue,-0.20621551820573622,0.20621551820573622
36,has_cyan,0.16557310026625474,0.16557310026625474
36,has_magenta,0.20052718004023865,0.20052718004023865
36,has_yellow,0.13351889591037644,0.13351889591037644
37,has_triangle,-0.11950023547334393,0.11950023547334393
37,has_square,-0.12563074966009496,0.12563074966009496
37,has_circle,-0.10334127535005316,0.10334127535005316
37,has_red,0.06595934201874926,0.06595934201874926
37,has_green,0.08934017209226115,0.08934017209226115
37,has_blue,-0.13080231714741852,0.13080231714741852
37,has_cyan,0.02202002521137504,0.02202002521137504
37,has_magenta,-0.10830014292135315,0.10830014292135315
37,has_yellow,0.11533127414965468,0.11533127414965468
38,has_triangle,-0.2789715627927854,0.2789715627927854
38,has_square,0.14219577314254409,0.14219577314254409
38,has_circle,0.15068672042563988,0.15068672042563988
38,has_red,0.17663881686830726,0.17663881686830726
38,has_green,0.07271071566026395,0.07271071566026395
38,has_blue,-0.06865808677987231,0.06865808677987231
38,has_cyan,-0.0798508652616735,0.0798508652616735
38,has_magenta,-0.37388353643824823,0.37388353643824823
38,has_yellow,0.2273532887162951,0.2273532887162951
39,has_triangle,-0.19655395794448882,0.19655395794448882
39,has_square,0.04540234630528431,0.04540234630528431
39,has_circle,0.12528960783791296,0.12528960783791296
39,has_red,0.08951440025531825,0.08951440025531825
39,has_green,-0.015685137072065744,0.015685137072065744
39,has_blue,0.11744805637211583,0.11744805637211583
39,has_cyan,0.10069017450597902,0.10069017450597902
39,has_magenta,-0.12475618303431103,0.12475618303431103
39,has_yellow,-0.1404604417965393,0.1404604417965393
40,has_triangle,0.06638347609038525,0.06638347609038525
40,has_square,-0.05020914219852091,0.05020914219852091
40,has_circle,0.08391730587735216,0.08391730587735216
40,has_red,0.13023891564307785,0.13023891564307785
40,has_green,-0.1704707150881035,0.1704707150881035
40,has_blue,0.1292608288043624,0.1292608288043624
40,has_cyan,-0.12457090467167783,0.12457090467167783
40,has_magenta,0.0639089528301334,0.0639089528301334
40,has_yellow,0.22897916194297907,0.22897916194297907
41,has_triangle,-0.1393848361775839,0.1393848361775839
41,has_square,-0.1505956657591161,0.1505956657591161
41,has_circle,0.24161879813473033,0.24161879813473033
41,has_red,-0.10373822710142117,0.10373822710142117
41,has_green,-0.0032967647222088615,0.0032967647222088615
41,has_blue,-0.057281301806557466,0.057281301806557466
41,has_cyan,0.31046350752259216,0.31046350752259216
41,has_magenta,0.3752619803609454,0.3752619803609454
41,has_yellow,-0.039204668716900114,0.039204668716900114
42,has_triangle,0.09530912070049015,0.09530912070049015
42,has_square,0.18640719855443022,0.18640719855443022
42,has_circle,-0.28816733933660793,0.28816733933660793
42,has_red,-0.10386710024380925,0.10386710024380925
42,has_green,-0.15217887813076905,0.15217887813076905
42,has_blue,0.033812640095825304,0.033812640095825304
42,has_cyan,0.14268029111353528,0.14268029111353528
42,has_magenta,-0.18310129674792114,0.18310129674792114
42,has_yellow,-0.22382209744275533,0.22382209744275533
43,has_triangle,-0.31870760544189064,0.31870760544189064
43,has_square,-0.02174757935655279,0.02174757935655279
43,has_circle,0.22333363118578958,0.22333363118578958
43,has_red,0.22978348846321797,0.22978348846321797
43,has_green,-0.037977131682955766,0.037977131682955766
43,has_blue,-0.09182371060697994,0.09182371060697994
43,has_cyan,-0.02004251474003368,0.02004251474003368
43,has_magenta,-0.2280335976941419,0.2280335976941419
43,has_yellow,0.002462910954064801,0.002462910954064801
44,has_triangle,-0.02090911747623858,0.02090911747623858
44,has_square,-0.31837343579485794,0.31837343579485794
44,has_circle,0.024984636344597706,0.024984636344597706
44,has_red,0.3113533609115687,0.3113533609115687
44,has_green,0.009244481497569451,0.009244481497569451
44,has_blue,-0.07057143609793731,0.07057143609793731
44,has_cyan,-0.19172621331082604,0.19172621331082604
44,has_magenta,-0.24321924158455824,0.24321924158455824
44,has_yellow,0.24280237560932488,0.24280237560932488
45,has_triangle,0.16303419615033074,0.16303419615033074
45,has_square,-0.13790648589244783,0.13790648589244783
45,has_circle,-0.18928871573200035,0.18928871573200035
45,has_red,0.10718230105258483,0.10718230105258483
45,has_green,-0.13275405683776637,0.13275405683776637
45,has_blue,-0.15412645306941636,0.15412645306941636
45,has_cyan,0.03188694037652658,0.03188694037652658
45,has_magenta,-0.01721823151131375,0.01721823151131375
45,has_yellow,-0.1542849239759979,0.1542849239759979
46,has_triangle,-0.2008370664124951,0.2008370664124951
46,has_square,0.19283245755252373,0.19283245755252373
46,has_circle,0.0901801055509938,0.0901801055509938
46,has_red,0.11512312959334838,0.11512312959334838
46,has_green,0.023518137776234332,0.023518137776234332
46,has_blue,-0.0006079003093632253,0.0006079003093632253
46,has_cyan,0.011321025822711436,0.011321025822711436
46,has_magenta,-0.2519202895815673,0.2519202895815673
46,has_yellow,-0.07679521572867529,0.07679521572867529
47,has_triangle,0.09337316256614991,0.09337316256614991
47,has_square,-0.18245049811169564,0.18245049811169564
47,has_circle,-0.09143588328839698,0.09143588328839698
47,has_red,0.2782143892465534,0.2782143892465534
47,has_green,-0.18355687948269947,0.18355687948269947
47,has_blue,-0.1726146386566977,0.1726146386566977
47,has_cyan,0.01157267502432512,0.01157267502432512
47,has_magenta,-0.06433541405754907,0.06433541405754907
47,has_yellow,0.15049281191552705,0.15049281191552705
48,has_triangle,-0.058015554128405596,0.058015554128405596
48,has_square,-0.22349591148971562,0.22349591148971562
48,has_circle,0.16490666047090574,0.16490666047090574
48,has_red,0.540760552680844,0.540760552680844
48,has_green,0.01180782902627946,0.01180782902627946
48,has_blue,-0.12574451863337677,0.12574451863337677
48,has_cyan,-0.3025371700790955,0.3025371700790955
48,has_magenta,-0.11850456082402845,0.11850456082402845
48,has_yellow,0.38287295324764326,0.38287295324764326
49,has_triangle,0.06706963467370149,0.06706963467370149
49,has_square,0.017611106471324744,0.017611106471324744
49,has_circle,-0.1389594159338905,0.1389594159338905
49,has_red,0.13711724778847306,0.13711724778847306
49,has_green,-0.1457796577993164,0.1457796577993164
49,has_blue,0.05303896287019071,0.05303896287019071
49,has_cyan,0.08485038031513376,0.08485038031513376
49,has_magenta,-0.12502435751130345,0.12502435751130345
49,has_yellow,-0.035539567492937366,0.035539567492937366
50,has_triangle,0.10760688027598539,0.10760688027598539
50,has_square,0.2176292844676849,0.2176292844676849
50,has_circle,-0.2276389816993415,0.2276389816993415
50,has_red,-0.03698560802869755,0.03698560802869755
50,has_green,-0.220259971879766,0.220259971879766
50,has_blue,-0.036657236515637,0.036657236515637
50,has_cyan,0.2507945336496446,0.2507945336496446
50,has_magenta,-0.17537094937670644,0.17537094937670644
50,has_yellow,-0.1997392030219276,0.1997392030219276
51,has_triangle,-0.18832060058597458,0.18832060058597458
51,has_square,-0.06131550600053001,0.06131550600053001
51,has_circle,0.16327930336488894,0.16327930336488894
51,has_red,-0.08661025530520314,0.08661025530520314
51,has_green,-0.09485476650772706,0.09485476650772706
51,has_blue,0.13439672410266515,0.13439672410266515
51,has_cyan,0.3183345942017252,0.3183345942017252
51,has_magenta,0.15250518003296604,0.15250518003296604
51,has_yellow,-0.17855269035890495,0.17855269035890495
52,has_triangle,-0.3852652283661595,0.3852652283661595
52,has_square,-0.025619273521297305,0.025619273521297305
52,has_circle,0.11277034012783871,0.11277034012783871
52,has_red,0.17282468137298732,0.17282468137298732
52,has_green,-0.029145578093723208,0.029145578093723208
52,has_blue,-0.09903134834330353,0.09903134834330353
52,has_cyan,0.1140788166984384,0.1140788166984384
52,has_magenta,-0.11216583609492634,0.11216583609492634
52,has_yellow,-0.15490881199031273,0.15490881199031273
53,has_triangle,-0.24322371135453524,0.24322371135453524
53,has_square,-0.4331353065374995,0.4331353065374995
53,has_circle,0.21792276868684718,0.21792276868684718
53,has_red,0.2335397679700192,0.2335397679700192
53,has_green,0.24071813902073294,0.24071813902073294
53,has_blue,-0.19070779249429146,0.19070779249429146
53,has_cyan,-0.0966302147986199,0.0966302147986199
53,has_magenta,-0.11853258396860837,0.11853258396860837
53,has_yellow,0.46863622469419475,0.46863622469419475
54,has_triangle,-0.08779488849155657,0.08779488849155657
54,has_square,0.162563919024704,0.162563919024704
54,has_circle,0.02426439685973872,0.02426439685973872
54,has_red,-0.3525061917581156,0.3525061917581156
54,has_green,-0.058927963536042134,0.058927963536042134
54,has_blue,0.3038037701264926,0.3038037701264926
54,has_cyan,0.3247226414625113,0.3247226414625113
54,has_magenta,0.14016697433949227,0.14016697433949227
54,has_yellow,-0.44466680676252207,0.44466680676252207
55,has_triangle,-0.2155107296843704,0.2155107296843704
55,has_square,-0.05111900278311415,0.05111900278311415
55,has_circle,0.23528383643575823,0.23528383643575823
55,has_red,0.007311968693689678,0.007311968693689678
55,has_green,-0.20202116455098246,0.20202116455098246
55,has_blue,0.30055536929746673,0.30055536929746673
55,has_cyan,0.2168273427163911,0.2168273427163911
55,has_magenta,0.11482372345514973,0.11482372345514973
55,has_yellow,-0.08657572833804135,0.08657572833804135
56,has_triangle,0.004072529193697698,0.004072529193697698
56,has_square,-0.10645022118829305,0.10645022118829305
56,has_circle,-0.1525148183715068,0.1525148183715068
56,has_red,0.15114268533015324,0.15114268533015324
56,has_green,-0.09635466172621188,0.09635466172621188
56,has_blue,-0.1642201919088461,0.1642201919088461
56,has_cyan,0.10460645044526552,0.10460645044526552
56,has_magenta,-0.3082022373683814,0.3082022373683814
56,has_yellow,-0.0653549324080915,0.0653549324080915
57,has_triangle,-0.17148481216114891,0.17148481216114891
57,has_square,0.27062532504882614,0.27062532504882614
57,has_circle,0.05825516561597689,0.05825516561597689
57,has_red,0.03374871153085722,0.03374871153085722
57,has_green,-0.1438983204560305,0.1438983204560305
57,has_blue,0.18194878344845064,0.18194878344845064
57,has_cyan,0.2065811772838482,0.2065811772838482
57,has_magenta,-0.08633919386282336,0.08633919386282336
57,has_yellow,-0.29211148047611935,0.29211148047611935
58,has_triangle,0.091251651689948,0.091251651689948
58,has_square,-0.0071223639384872545,0.0071223639384872545
58,has_circle,-0.24396188693753068,0.24396188693753068
58,has_red,0.06490693126775908,0.06490693126775908
58,has_green,-0.05598481124346628,0.05598481124346628
58,has_blue,-0.18750764605297798,0.18750764605297798
58,has_cyan,0.26303090358874254,0.26303090358874254
58,has_magenta,-0.16905450904139208,0.16905450904139208
58,has_yellow,-0.12060408623258209,0.12060408623258209
59,has_triangle,0.11539813702132831,0.11539813702132831
59,has_square,-0.14988767310606194,0.14988767310606194
59,has_circle,-0.1317034262401235,0.1317034262401235
59,has_red,0.19799802605592245,0.19799802605592245
59,has_green,-0.12044909693047058,0.12044909693047058
59,has_blue,-0.11624285637514352,0.11624285637514352
59,has_cyan,-0.01899574147609461,0.01899574147609461
59,has_magenta,-0.23618461786436304,0.23618461786436304
59,has_yellow,-0.026370873385460382,0.026370873385460382
60,has_triangle,0.1010088416694884,0.1010088416694884
60,has_square,0.44423151692319635,0.44423151692319635
60,has_circle,-0.21665076795375543,0.21665076795375543
60,has_red,-0.11191929511025525,0.11191929511025525
